name,slug,url,logo_url,countries,categories,tags,description,developer_name,developer_email,developer_url,developer_phone,avg_rating,total_ratings,pricing
Starlinks,2106,https://apps.zid.sa/en/application/2106,https://media.zid.store/apps/a0192484-702f-452a-9cfe-1ae1fb8cd0a3.png,Saudi Arabia,Shipping & Fulfilment,Free,"Starlinks provides logistics support to online stores covering all regions within Saudi Arabia. Starlinks provides services such as same-day delivery within the region where the merchant is located, express delivery to the other main cities, and instant customer tracking.",SHIPSY,customer-service@starlinks-me.com,https://starlinks-me.com,+9668003044433,5,0,Free App
Tajer report,2107,https://apps.zid.sa/en/application/2107,https://media.zid.store/apps/8b9f34de-5e37-4bc2-b30b-b51cf3b8b20f.png,Saudi Arabia,Analytics & Reporting,Free; Trial; 10% discount,"Your store report is delivered to your email!

Tajer report app informs of the most important indicators of your store.
**Tajer report Features**

**-** **indicators**

All indicators are in one place, your email. You will receive them on a daily, weekly, or monthly basis.

**-** **report**

A well-organized and clear report, with charts of important metrics of your store. It encourages you to analyze and improve your store performance, and to archive the report in your email.

**-*",Tajer Labs,support@tajerlabs.com,https://tajerlabs.com/login?platform=zid,,5,0,30 Day Free Trial
COLDT,2118,https://apps.zid.sa/en/application/2118,https://media.zid.store/apps/312ead36-f471-47e5-98b4-75f2479b4fef.png,Saudi Arabia,Shipping & Fulfilment,Free,"We make the difference in Cold Delivery. Fast Delivery, Safe Transportation, Smart Service",COLDT,support@coldt.net,https://www.coldt.net/,+966531612367,5,0,Free App
Thabit logistics l Shipping and fulfillments,2129,https://apps.zid.sa/en/application/2129,https://media.zid.store/apps/4e369343-90fb-4c12-8a05-c2c4d568fe3e.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Thabit Logistics is a Saudi Company managed by Saudi Management, obtaining the required Parcels delivery and customs clearance licenses. Thabit logistics licensed from Transport General Authority in Domestic and international parcel transportation services",Shipox,support@thabit-logistics.com,https://thabit-logistics.com/,+966597560679,5,0,Free App
Salasa Ship,2131,https://apps.zid.sa/en/application/2131,https://media.zid.store/apps/bf502167-c9b8-4bd2-8d60-5d0b7966b00c.png,Saudi Arabia,Shipping & Fulfilment,Free,"Reliable, cost-effective, and scalable logistic and fulfillment solutions for e-commerce stores. We offer a cloud-based order management system (OMS) that provides the ability to Manage orders, inventory, catalog and deliver accurate Reports and analytics, so you focus on growing your brand.",Salasa Ship,Help@salasa.co,https://salasa.co/,+966920029928,5,0,Free App
ROZ Express,2132,https://apps.zid.sa/en/application/2132,https://media.zid.store/apps/283e37c0-17aa-464a-abcc-c4f341ce716c.png,Saudi Arabia,Shipping & Fulfilment,Free,ROZ Express Delivery is a logistics company. want to be one of the best companies in delivery and logistic services so will become (or remain) your first choice among service providers. choose Perfect Delivery is to create a greater focus on your needs,Quadra Soft,tech@roz.quadra-soft.net,https://roz.quadra-soft.net/,+966561794761,5,0,Free App
Prolo,2147,https://apps.zid.sa/en/application/2147,https://media.zid.store/apps/d4ec3dfa-6585-4c3a-b2ea-b654e3e8a56b.jpg,Saudi Arabia,Shipping & Fulfilment,Free,Prlol provides logistics support to stores covering all regions within the Kingdom of Saudi Arabia. It provides bespoke services such as same day delivery within region where merchant is located express delivery to other main cities and instant tracking that enables customers to track shipments,Prolo,info@prolo.sa,https://prolo.sa,+966580037303,5,0,Free App
Kasib Express,2152,https://apps.zid.sa/en/application/2152,https://media.zid.store/apps/088167c2-2026-4938-908a-9b79c3e7db73.png,Saudi Arabia,Shipping & Fulfilment,Free,"A company that provides logistics services for all e-stores (storage - packaging - delivery) according to the highest quality standards, by using an updated technical solutions and international standards for the logistics sector",kasib Express,kasibexpress@gmail.com,https://kasibexpress.com,+971504273800,5,0,Free App
Thabit logistics l shipping,2154,https://apps.zid.sa/en/application/2154,https://media.zid.store/apps/e29e62b0-78b4-45f4-bab4-58d47ffea55f.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Thabit Logistics is a Saudi Company managed by Saudi Management, obtaining the required Parcels delivery and customs clearance licenses. Thabit logistics licensed from Transport General Authority in Domestic and international parcel transportation services",Shipox,support@thabit-logistics.com,https://thabit-logistics.com/,+966597560679,5,0,Free App
NanoBox,2155,https://apps.zid.sa/en/application/2155,https://media.zid.store/apps/b8eae65b-991b-4375-af53-18e116106d6e.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"It is a leading company in the field of logistics services based in Riyadh. The company provides reliable, sustainable and safe services for warehousing and management.",NanoBox,a.aldakhil@nanobox.sa,https://nanobox.sa/home,+966575975186,5,0,Free App
Arabexsa,2159,https://apps.zid.sa/en/application/2159,https://media.zid.store/apps/f19ab38d-8f5c-48b2-9124-5577803b9ae7.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Arabexsa is a fulfillment solution for ecommerce stores by providing storing and shipping services Arabexsa receives customers orders through API integration and then will prepare pack and ship the orders to the consumers
Arabrxsa is the best solution to all merchants",Fastcoo,info@arabexsa.com,https://new.arabexsa.com/,+966596601006,5,0,Free App
Diggipacks,2172,https://apps.zid.sa/en/application/2172,https://media.zid.store/apps/44d08bf3-95a9-4fb1-94d8-f5e7b7bde2cc.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Diggipacks is a leading cloud fulfillment and last-mile delivery aggregator, serving e-commerce businesses and retailers across the market. Integrated with multiple delivery vendors, we offer seamless and reliable delivery solutions to all regions in Saudi Arabia and internationally.",Diggipacks,Yassin@diggipacks.com,https://diggipacks.com/,+966535585589,5,0,Free App
Namear Logistics,2182,https://apps.zid.sa/en/application/2182,https://media.zid.store/apps/46844a27-4149-42ea-b0f8-083e98098bfb.png,Saudi Arabia,Shipping & Fulfilment,Free,"With Namear, we guarantee same-day delivery or it is free",Namear Logistics,muath@namear.sa,https://namear.sa,+966553334887,5,0,Free App
Premium Logistics,2190,https://apps.zid.sa/en/application/2190,https://media.zid.store/apps/17478b64-1c93-46ee-b6c7-f410f936c2c9.png,Saudi Arabia,Shipping & Fulfilment,Free,"At Premium, we offer ready-made solutions that directly contribute to the success of your online store project.",Premium Logistics,Ahmed@pr-lo.com,https://pr-lo.com,+966558558149,5,0,Free App
Beez Logistics Delivery,2196,https://apps.zid.sa/en/application/2196,https://media.zid.store/apps/2624c86f-43d4-4439-8c4d-6099b5f3fee3.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Beez was established by a group of ambitious Saudi individuals in Riyadh, to provide solutions that fill complex gaps in the industry of logistics. We consider ourselves experts in Lean logistics because we understand the role of 3PL and 4PL in providing cost-efficient services.",Beez Logistics,mohammed.alahdal@beez.com.sa,https://beez.com.sa/?lang=ar,+966537548966,5,0,Free App
LastPoint for Storage and Fulfillment,2212,https://apps.zid.sa/en/application/2212,https://media.zid.store/apps/68beaa1a-8bc6-4b91-8584-7cec8755d364.png,Saudi Arabia,Shipping & Fulfilment,Free,"A national company providing dry and tempreature controlled storage fulfillment and last mile delivery
Based out of Riyadh and servicing Kingdom of Saudi Arabia",LastPoint,info@lastpoint.sa,https://www.lastpoint.sa,+9668001111898,5,0,Free App
LastPoint - Shipping,2225,https://apps.zid.sa/en/application/2225,https://media.zid.store/apps/3d7e31e1-cd56-4bba-95b6-ec7eb881cf09.png,Saudi Arabia,Shipping & Fulfilment,Free,National company providing last mile services among other services such as storage and fulfillment as well as chilled delivery,LastPoint,info@lastpoint.sa,https://www.lastpoint.sa,+9668001111898,5,0,Free App
BARQ,2226,https://apps.zid.sa/en/application/2226,https://media.zid.store/apps/8dcf9263-dd75-460c-84dc-5f42c76ed120.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"BARQ enables smart delivery services for any business, including E-commerce, food, groceries, and warehouses with many delivery options starting from 2 Hours bullet delivery to same-day or next day or intercity deliveries, depending on your business needs",BARQ App,hmalik@barqapp.com,https://barqapp.com/,+966557967771,5,0,Free App
Best One Express,2227,https://apps.zid.sa/en/application/2227,https://media.zid.store/apps/0c9fd2ff-c948-487c-8633-aadceb184338.png,Saudi Arabia,Shipping & Fulfilment,Free,"Best One is one of the logistics solutions companies that provide comprehensive and integrated logistics services along with the needs of online store, through an integrated services system.",Fastcoo,help@bestone.sa,http://bestone.com.sa/,+966559223033,5,0,Free App
Istilam Express Company,2241,https://apps.zid.sa/en/application/2241,https://media.zid.store/apps/726c43e8-6cff-4078-a1a4-370de765e6d3.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"A leading national company specialized in integrated logistics services related to perfumes and cosmetics, and as a logistics services company that guarantees assistance to its customers internally and externally, by providing specialized services",Istilam Commercial Company,albisher@istilam.com.sa,https://istilam.com.sa/,+966541882341,5,0,Free App
Tajadad,2275,https://apps.zid.sa/en/application/2275,https://media.zid.store/apps/40250dd3-5fd8-4e10-86e6-a8d41364a944.png,Saudi Arabia,Mobile Apps,Paid,"""Tajadad"" allows you to create a mobile app for your online store in 10 minutes without any technical experience, offering full customization and interactive elements for product display. It provides various themes and enables easy updates via the control panel. Connect with your customers through instant notifications to boost sales and enhance engagement.

.
--------
.

**Our features:**

**-** Ability to design the application with full customization by moving elements.

**-** Optio",Tajadad,support@tajadad.app,https://tajadad.app,,5,0,"From SAR 2,999.00 / Annually"
NIP Logistics Company,2278,https://apps.zid.sa/en/application/2278,https://media.zid.store/apps/34ed8fd5-7d64-48d9-adeb-b7ba7aa98441.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"A leading company specialised in logistic services in the Kingdom of Saudi Arabia, always striving to provide the best level of services.",Fastcoo,cc@nip.sa,https://nip.sa/,+966500249900,5,0,Free App
Hatik-express,2279,https://apps.zid.sa/en/application/2279,https://media.zid.store/apps/b9df03e9-39f3-4388-a31e-a0465832ea6c.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Our company provides warehousing, packaging and shipping services",Hatik,waledkafafy@hatik-express.com,https://hatik-express.com/,+966532500246,5,0,Free App
